-0.61468,0.2577,-0.65788,0.35065,4.8566e+05
-0.52853,0.47588,-0.63978,0.29133,4.256e+05
-0.65667,0.42253,-0.57339,0.24792,9.748e+05
-0.61032,0.44133,-0.59543,0.27965,4.848e+05
-0.64922,0.2604,-0.69212,0.17796,5.156e+05
-0.63982,0.36693,-0.66682,0.10654,1.6524e+06
-0.64532,0.50543,-0.52113,0.23775,4.408e+05
-0.69905,0.46957,-0.52341,0.12992,1.728e+06
-0.69316,0.1923,-0.65756,0.22398,4.584e+05
-0.7653,0.27911,-0.55732,0.16065,4.54e+05
-0.61705,0.43182,-0.55096,0.35948,2.0504e+06
-0.61465,0.53998,-0.38176,0.42999,7.22e+05
-0.68557,0.36083,-0.62076,0.12027,1.1384e+06
-0.57048,0.13952,-0.68018,0.43869,1.6816e+06
-0.58364,0.29878,-0.74367,0.13054,6.644e+05
-0.54606,0.36529,-0.63489,0.40656,8.328e+05
-0.6105,0.53685,-0.5023,0.29457,1.8616e+06
-0.66231,0.3813,-0.63095,0.13361,2.4224e+06
-0.59979,0.51083,-0.47411,0.3931,6.816e+05
-0.67387,0.37487,-0.55119,0.31868,5.416e+05
-0.6297,0.32791,-0.64587,0.28074,4.232e+05
-0.58779,0.41856,-0.56678,0.39758,1.986e+06
-0.59438,0.48778,-0.57621,0.27707,3.5496e+06
-0.59355,0.28273,-0.70426,0.26791,1.5598e+06
-0.71073,0.33859,-0.57898,0.21215,1.7732e+06
-0.60419,0.42574,-0.60317,0.29981,1.404e+06
-0.5434,0.34581,-0.71743,0.26538,1.5628e+06
-0.68456,0.24591,-0.65055,0.21839,5.24e+05
-0.63338,0.44014,-0.52074,0.36597,1.3604e+06
-0.57995,0.50025,-0.57267,0.29233,1.22e+06
-0.56376,0.43025,-0.62856,0.31933,5.988e+05
-0.5997,0.44487,-0.45805,0.48233,1.486e+06
-0.6677,0.29251,-0.61579,0.29904,4.472e+05
-0.50446,0.43134,-0.58826,0.46197,4.744e+05
-0.54805,0.50904,-0.52008,0.41235,6.1748e+06
-0.64636,0.35087,-0.6353,0.23556,1.7288e+06
-0.65617,0.3727,-0.64873,0.098359,6.6108e+06
-0.62013,0.26891,-0.71822,0.16518,5.2772e+06
-0.65765,0.43588,-0.45333,0.41472,9.04e+05
-0.6731,0.25046,-0.68335,0.13132,7.016e+05
-0.58354,0.49542,-0.49953,0.40559,4.388e+05
-0.59644,0.48289,-0.5074,0.39195,1.042e+06
-0.14447,0.056464,-0.65572,0.7389,7.4316e+06
-0.65903,0.42403,-0.54926,0.29016,1.5686e+07
-0.48758,0.24572,-0.67864,0.49125,7.824e+05
0.72057,-0.52725,0.37271,0.25274,9.764e+05
-0.47797,0.60947,-0.50113,0.38596,2.444e+06
-0.73931,0.19803,-0.60914,0.20774,7.228e+05
-0.65027,0.31355,-0.61415,0.31884,4.708e+05
-0.6024,0.33328,-0.61881,0.3783,7.64e+05
-0.33699,0.26518,-0.73423,0.52632,5.9972e+06
-0.61604,0.21799,-0.67471,0.34314,6.948e+05
-0.67491,0.46221,-0.42778,0.38454,4.176e+05
-0.4301,0.38792,-0.64378,0.50008,8.972e+05
-0.73348,0.49812,-0.45054,0.10434,4.412e+05
-0.63518,0.46965,-0.53498,0.29962,2.3524e+06
-0.5343,0.32456,-0.47771,0.61723,4.3816e+06
-0.52425,0.50506,-0.53254,0.43183,2.2448e+06
-0.65552,0.29443,-0.67855,0.15222,1.2572e+06
-0.59547,0.61235,-0.40283,0.32889,6.54e+05
-0.62914,0.27793,-0.59142,0.4209,1.32e+06
-0.79596,0.30685,-0.5079,0.1197,3.1348e+06
0.65765,-0.48329,0.57787,0.00015209,6.02e+05
-0.68444,0.31278,-0.64089,0.15156,3.7056e+06
-0.62289,0.23358,-0.71378,0.21901,6.276e+05
-0.68855,0.2984,-0.6351,0.18302,8.5884e+06
-0.15797,0.025529,-0.76309,0.62617,1.4956e+06
-0.7048,0.50985,-0.42862,0.24412,2.436e+06
-0.63744,0.37455,-0.67318,0.014251,4.964e+05
-0.60122,0.38405,-0.59815,0.36505,8.704e+05
-0.68739,0.36929,-0.61305,0.12366,3.5824e+06
-0.61371,0.45353,-0.57044,0.30375,4.54e+05
-0.55921,0.55306,-0.44691,0.42624,1.7576e+06
-0.63219,0.50318,-0.46934,0.35618,9.1108e+06
-0.34198,-0.11306,-0.66056,0.65873,1.6824e+06
-0.62036,0.55142,-0.44041,0.34224,4.172e+05
-0.56169,0.56486,-0.40679,0.44717,9.244e+06
-0.70884,0.42382,-0.51917,0.21998,7.04e+05
-0.62186,0.47303,-0.55792,0.27976,1.3032e+06
-0.57432,0.40865,-0.66935,0.23481,8.7464e+06
-0.69178,0.32915,-0.63961,0.06329,3.88e+05
-0.71539,0.35185,-0.59358,0.10989,5.5036e+06
-0.73339,0.27241,-0.59687,0.17799,2.8736e+06
-0.6354,0.41373,-0.55611,0.34034,6.976e+05
-0.70188,0.42411,-0.47737,0.31562,2.372e+06
-0.65341,0.2781,-0.63727,0.29933,3.804e+05
-0.55655,0.51801,-0.48612,0.43081,6.684e+05
-0.62504,0.5521,-0.40183,0.3782,1.026e+06
