-0.51176,0.3658,-0.50883,0.58769,4.08e+05
-0.73628,0.18852,-0.62256,0.18649,1.0724e+06
0.74888,-0.43263,0.50045,0.03953,1.1428e+06
-0.55545,0.46446,-0.573,0.38395,5.8695e+05
-0.56872,0.36385,-0.64354,0.36059,8.216e+05
0.7424,-0.47793,0.46948,0.0041042,3.8064e+06
-0.72168,0.23979,-0.55879,0.33081,1.8287e+06
-0.55571,0.29207,-0.67958,0.37955,7.856e+05
-0.5416,0.414,-0.51414,0.52051,6.924e+05
-0.79274,0.43887,-0.40359,0.12681,7.7569e+05
-0.5482,0.43562,-0.56471,0.43683,1.9836e+06
-0.60242,0.19928,-0.68708,0.35397,4.78e+06
-0.67793,0.23325,-0.65796,0.23044,5.208e+05
-0.5511,0.47072,-0.5711,0.38544,6.92e+05
-0.5808,0.40473,-0.57929,0.4041,1.5696e+06
-0.63386,0.65511,-0.36103,0.19672,8.6e+05
0.74606,-0.49878,0.44071,0.019627,1.0564e+06
-0.62343,0.60402,-0.49585,0.025037,1.8724e+06
-0.53636,0.33053,-0.61098,0.47934,1.8104e+06
-0.70482,0.52544,-0.43391,0.19715,5.404e+05
-0.67137,0.23467,-0.6643,0.22999,4.68e+05
-0.73895,0.29586,-0.57331,0.19425,8.616e+05
0.73715,-0.47133,0.48245,0.041142,5.4784e+06
-0.28496,0.81397,-0.48003,0.16064,1.342e+06
-0.5916,0.42671,-0.65563,0.19515,7.316e+05
-0.5096,0.53914,-0.49622,0.45101,3.2268e+06
-0.60628,0.19928,-0.5743,0.51274,2.162e+06
-0.71841,0.19758,-0.61963,0.24679,1.5676e+06
-0.66803,0.23126,-0.66685,0.23573,1.0036e+06
-0.61937,0.24162,-0.54021,0.51593,7.392e+05
-0.6592,0.24013,-0.66974,0.2434,1.6612e+06
-0.66743,0.23106,-0.66717,0.2367,1.6764e+06
-0.66894,0.2266,-0.67121,0.22504,1.4356e+06
0.6605,-0.6886,0.26117,0.14615,4.408e+05
-0.54514,0.41022,-0.51232,0.5216,1.8212e+06
-0.56583,0.67326,-0.41843,0.22687,4.692e+05
-0.64688,0.54949,-0.50732,0.14909,1.3376e+06
