-0.47465,0.53233,-0.56825,0.41039,3.876e+05
-0.64405,0.42824,-0.57281,0.27148,3.676e+05
-0.61482,0.26317,-0.70305,0.24177,6.632e+05
-0.34615,0.39512,-0.80444,0.27739,4.22e+05
-0.53062,0.46262,-0.63851,0.31101,3.632e+05
-0.63904,0.48738,-0.54381,0.2416,6.4491e+05
-0.55695,0.66261,-0.43547,0.24722,1.3168e+06
-0.7984,0.5249,-0.28447,0.078127,6.9913e+05
-0.58216,0.41014,-0.64922,0.26718,8.088e+05
-0.48216,0.48524,-0.68705,0.245,4.68e+05
-0.59146,0.37351,-0.64067,0.31654,2.8383e+06
-0.49969,0.4243,-0.66057,0.36596,1.812e+06
-0.71739,0.63886,-0.27626,0.029857,9.688e+05
-0.52102,0.43509,-0.60244,0.41988,6.48e+05
-0.51557,0.50697,-0.57205,0.38721,7.928e+05
-0.6875,0.27126,-0.65781,0.14509,7.38e+05
-0.57211,0.52591,-0.46187,0.42753,7.06e+05
-0.5735,0.29814,-0.73576,0.20214,9.528e+05
-0.58579,0.40895,-0.69667,0.065285,5.1296e+06
-0.6149,0.50849,-0.55811,0.22771,3.752e+05
-0.5935,0.37984,-0.67301,0.2248,1.924e+06
-0.60727,0.52349,-0.45996,0.3816,1.05e+06
-0.58855,0.3119,-0.58182,0.4667,4.3e+05
-0.64494,0.47162,-0.54671,0.25048,2.6532e+06
-0.56225,0.31651,-0.69839,0.30976,1.4972e+06
-0.59663,0.34227,-0.7029,0.18115,1.2652e+06
-0.60289,0.37832,-0.66295,0.23215,1.1138e+07
-0.50533,0.53801,-0.51418,0.43682,3.5684e+06
-0.52733,0.26425,-0.78639,0.18354,2.9556e+06
-0.60828,0.37084,-0.64117,0.28527,2.0052e+06
-0.59208,0.23653,-0.72507,0.26031,1.628e+06
-0.53471,0.36453,-0.71374,0.26792,4.636e+05
0.7611,-0.48329,0.42823,0.061393,1.1976e+06
-0.49019,0.47744,-0.6435,0.34305,4.56e+05
-0.71135,0.50381,-0.48522,0.068603,2.2964e+06
-0.55536,0.35081,-0.7217,0.21831,4.9e+05
-0.60056,0.49047,-0.59721,0.2052,7.068e+05
-0.50828,0.49505,-0.62719,0.32127,1.4076e+06
-0.47249,0.43439,-0.60084,0.4765,7.6872e+06
-0.59875,0.39786,-0.63237,0.28863,8.668e+05
-0.64713,0.28785,-0.68568,0.16796,6.788e+05
-0.69845,0.41665,-0.56273,0.14801,2.058e+06
-0.59485,0.22064,-0.75398,0.17025,2.7648e+06
-0.69622,0.40199,-0.58904,0.081955,1.0176e+06
-0.64129,0.267,-0.7104,0.11314,2.3496e+06
-0.58154,0.51547,-0.58643,0.22845,5.1992e+06
-0.7103,0.40224,-0.54625,0.18788,6.148e+05
-0.62141,0.53682,-0.54895,0.15599,3.2492e+06
-0.57513,0.60286,-0.41289,0.36784,6.34e+05
-0.60227,0.42151,-0.62114,0.27164,1.1513e+07
-0.63045,0.37439,-0.64788,0.20644,1.208e+06
-0.67591,0.44465,-0.58765,0.0099745,9.824e+05
-0.41204,0.55783,-0.63934,0.33211,3.844e+05
-0.59289,0.34003,-0.70315,0.19606,1.3476e+06
0.70804,-0.52662,0.40764,0.23491,9.212e+05
-0.46671,0.47535,-0.62359,0.40909,4.2928e+06
-0.60437,0.43126,-0.64299,0.18791,6.0904e+06
-0.73565,0.50408,-0.44507,0.081462,2.5688e+06
-0.54755,0.46407,-0.57612,0.39105,5.472e+05
-0.63725,0.33144,-0.69302,0.061548,5.188e+05
0.70105,-0.59978,0.38571,0.0047209,1.852e+06
-0.40129,0.45243,-0.65175,0.45771,8.68e+05
-0.54951,0.36126,-0.72388,0.20864,3.696e+05
0.75689,-0.4968,0.4224,0.043418,6.532e+05
0.74522,-0.51427,0.34991,0.24026,1.3624e+06
-0.79359,0.56298,-0.20136,0.11279,8.48e+05
0.63916,-0.62952,0.34692,0.27355,6.708e+05
-0.68721,0.38982,-0.57792,0.20445,1.7348e+06
-0.52116,0.47141,-0.658,0.27055,6.26e+05
-0.48165,0.57789,-0.53605,0.38303,2.7836e+06
-0.099498,0.064423,-0.83467,0.53784,1.3564e+06
-0.66286,0.3916,-0.61884,0.15588,2.0304e+06
-0.64914,0.39289,-0.59986,0.25382,1.7348e+06
-0.61345,0.51634,-0.4901,0.34187,9.28e+05
-0.5738,0.1951,-0.74192,0.28678,1.6792e+06
-0.51315,0.35016,-0.76249,0.18075,7.648e+05
-0.51366,0.57999,-0.5406,0.32789,4.812e+05
-0.5278,0.41638,-0.64372,0.36563,2.3944e+06
-0.41495,0.14593,-0.84227,0.31162,6.168e+05
0.73532,-0.53544,0.32776,0.25531,8.264e+05
0.75795,-0.4564,0.45696,0.091664,7.788e+05
-0.62653,0.58917,-0.50712,0.05617,4.612e+05
-0.63648,0.30154,-0.68142,0.19911,3.5751e+07
-0.647,0.39624,-0.64342,0.10196,7.456e+05
-0.6118,0.38891,-0.65993,0.19735,2.092e+06
0.79424,-0.46411,0.31902,0.22805,1.6068e+06
0.75476,-0.49026,0.41849,0.12184,1.6644e+06
-0.6434,0.49957,-0.4969,0.29925,3.402e+06
-0.56335,0.3126,-0.67568,0.35829,8.028e+05
-0.59272,0.41862,-0.66732,0.16772,4.5e+05
-0.70725,0.38197,-0.5386,0.25262,2.008e+06
-0.66125,0.50012,-0.52485,0.19279,7.956e+05
-0.57232,0.38978,-0.59488,0.40822,4.696e+05
-0.55052,0.41708,-0.67693,0.25444,1.3036e+06
-0.4707,0.6335,-0.52302,0.32183,1.0924e+06
-0.53402,0.28969,-0.77025,0.19395,1.274e+06
-0.64231,0.32373,-0.69118,0.07008,6.884e+05
-0.65751,0.25354,-0.69761,0.12939,1.8076e+06
-0.76366,0.53254,-0.27842,0.23602,8.568e+05
-0.48789,0.40909,-0.64735,0.41898,7e+05
-0.54892,0.1639,-0.75692,0.31449,4.224e+05
-0.60789,0.48043,-0.5588,0.29564,2.3995e+07
0.73427,-0.62837,0.25468,0.033844,5.002e+06
-0.66758,0.31674,-0.6694,0.076995,2.5116e+06
-0.61053,0.33373,-0.71537,0.064275,1.722e+06
-0.46853,0.20899,-0.74342,0.42909,2.336e+06
-0.65191,0.33431,-0.64746,0.20987,4.366e+06
-0.53854,0.53321,-0.62173,0.19777,2.698e+06
-0.62088,0.29339,-0.70686,0.16963,5.5264e+06
-0.61471,0.42327,-0.63029,0.21381,4.264e+05
-0.47605,0.50991,-0.62929,0.3426,9.82e+05
-0.67131,0.26288,-0.61854,0.31249,1.0488e+06
-0.59267,0.62026,-0.39,0.33454,8.392e+05
-0.59772,0.57599,-0.47462,0.29275,1.4576e+06
-0.44456,0.51505,-0.61194,0.40326,6.986e+06
-0.61507,0.45657,-0.58738,0.26119,5.696e+05
-0.57689,0.51767,-0.55747,0.29741,1.2428e+06
-0.58781,0.52506,-0.49579,0.36468,3.93e+06
0.82272,-0.53525,0.19134,0.0046685,1.288e+06
-0.63382,0.42934,-0.54931,0.33495,6.576e+05
-0.15858,-0.045984,-0.80215,0.57384,7.852e+05
0.70434,-0.43586,0.55539,0.074,6.38e+05
0.85982,-0.33011,0.38747,0.040028,8.372e+05
