z,zrel,lam1,lam2,lam3
-117.14,0.9020568561872909,0.6545699202277637,0.1974607689428543,0.14796931082938183
-120.98,0.8988461538461539,0.5489822077825579,0.2763468901963398,0.17467090202110225
-127.55,0.8933528428093646,0.517263781092477,0.266250055627168,0.21648616328035475
-133.29,0.8885535117056856,0.6285886109146073,0.20153641237837477,0.1698749767070178
-138.14,0.8844983277591973,0.6396031764912243,0.21132175404149894,0.1490750694672765
-143.7,0.8798494983277592,0.6049492172353214,0.23127219119404513,0.16377859157063365
-149.67,0.8748578595317726,0.520488483317209,0.24876202431351907,0.23074949236927178
-154.55,0.8707775919732441,0.6272080120811783,0.19852909296508123,0.17426289495374025
-158.5,0.8674749163879598,0.547695864126657,0.2684174775183181,0.1838866583550248
-164.42,0.8625250836120402,0.6130686207075702,0.22312476922065755,0.16380661007177227
-169.35,0.8584030100334448,0.5233002168143367,0.2718528881668778,0.2048468950187854
-175.35,0.8533862876254181,0.5881622729250502,0.22803511621433922,0.18380261086061062
-179.26,0.8501170568561873,0.6902733840445517,0.16963788755517487,0.14008872840027314
-184.22,0.8459698996655518,0.5244410041981318,0.27882236348629036,0.19673663231557773
-189.14,0.8418561872909699,0.62453187591372,0.19465309698178834,0.1808150271044915
-193.93,0.8378511705685618,0.6161830762810167,0.20680724428036218,0.17700967943862114
-198.76,0.8338127090301004,0.6014107252312245,0.21313507013799737,0.18545420463077805
-204.75,0.8288043478260869,0.6380183752577517,0.20133202036486686,0.16064960437738127
-209.61,0.8247408026755852,0.6905415380208447,0.19078239828895013,0.118676063690205
-214.34,0.8207859531772576,0.6462548624260337,0.20336897376639387,0.15037616380757235
-219.26,0.8166722408026756,0.666303929965494,0.21571118635791062,0.1179848836765952
-225.15,0.811747491638796,0.659502115258916,0.19584814314261392,0.14464974159847005
-230.97,0.80688127090301,0.6042669493778621,0.26331392418853483,0.13241912643360312
-235.92,0.802742474916388,0.7200139947712028,0.16581349592688302,0.11417250930191426
-241.8,0.7978260869565217,0.7251191653083897,0.16531401355475767,0.10956682113685251
-246.74,0.793695652173913,0.5998670569149387,0.20181981301091823,0.19831313007414297
-250.69,0.7903929765886287,0.7015966225851245,0.17027339851804515,0.12812997889683014
-256.65,0.7854096989966555,0.7354477095626517,0.15515206217651523,0.10940022826083308
-262.57,0.7804598662207358,0.5768991616483077,0.22766662914965985,0.19543420920203242
-267.53,0.7763127090301003,0.7208981150317184,0.14854303556549234,0.130558849402789
-272.53,0.7721321070234114,0.7193816208484616,0.16197783064684232,0.11864054850469594
-278.52,0.767123745819398,0.6507193299573087,0.18898934540177373,0.16029132464091736
-284.45,0.7621655518394649,0.5912348308696149,0.21587143664264352,0.1928937324877413
-290.34,0.7572408026755852,0.7382812630304649,0.13161320235790192,0.13010553461163316
-296.3,0.7522575250836121,0.712549499770287,0.16542376029880462,0.1220267399309083
-300.27,0.748938127090301,0.6887091942740726,0.19344551766951965,0.11784528805640757
-302.26,0.7472742474916387,0.7932139370834561,0.11991858576713903,0.08686747714940479
-304.24,0.74561872909699,0.649342450476317,0.20905428182602298,0.14160326769765993
-307.22,0.7431270903010033,0.7346838640798535,0.16608428597622363,0.09923184994392269
-313.04,0.7382608695652173,0.6828013472573472,0.18847179252120266,0.12872686022144988
-318.02,0.7340969899665553,0.6758055214861459,0.19885848814728033,0.12533599036657364
-323.0,0.729933110367893,0.7024327021642814,0.15615410684996578,0.14141319098575258
-326.92,0.7266555183946488,0.691522790724188,0.17184785614868736,0.13662935312712451
-331.64,0.7227090301003345,0.7150427573174597,0.15052768968146568,0.13442955300107437
-337.6,0.7177257525083611,0.7246192970511404,0.14949030472945946,0.1258903982194
-343.5,0.7127926421404682,0.6671619318457822,0.17284387663018788,0.15999419152402966
-348.17,0.7088879598662208,0.6651132130953146,0.18947100720333965,0.14541577970134556
-355.04,0.7031438127090301,0.6997917903329571,0.17115454787908949,0.12905366178795352
-357.84,0.7008026755852843,0.6784203199267147,0.2065534433785261,0.1150262366947591
-360.75,0.6983695652173914,0.7993636699054726,0.12374038291965299,0.07689594717487443
-365.67,0.6942558528428093,0.6260144938540871,0.2068884970712632,0.1670970090746496
-371.54,0.6893478260869565,0.7525952664988984,0.1479349438580664,0.09946978964303514
-376.49,0.6852090301003344,0.653595072895234,0.198882159798091,0.147522767306675
-381.4,0.681103678929766,0.7360478068915202,0.14845311057681923,0.11549908253166044
-385.34,0.677809364548495,0.7428095068235885,0.14044958726794124,0.1167409059084701
-390.2,0.6737458193979933,0.754242751969951,0.13436408541275047,0.11139316261729833
-396.02,0.6688795986622074,0.7558910384985369,0.13768883690507483,0.1064201245963882
-405.7,0.6607859531772575,0.7820349508809792,0.11696922325817025,0.10099582586085062
-417.38,0.6510200668896321,0.742153546560446,0.13747872967788483,0.12036772376166904
-424.07,0.6454264214046823,0.8187982328367647,0.10542546285073572,0.07577630431249953
