z,zrel,A,log10A
-110.055,0.9663028169014084,2.721255379105186,0.43476930051985024
-119.795,0.9633205756276791,2.519475566765601,0.401310151034583
-129.855,0.9602403551745254,3.0193411019131,0.4799121790418215
-132.055,0.9595667483159829,3.7474026433827516,0.5737303588009378
-135.585,0.9584859154929577,3.914328354164228,0.5926572537237076
-139.755,0.9572091243110838,2.9529998005065607,0.47026341762579543
-144.95,0.9556184935701164,3.2362284277441864,0.510039168504995
-149.655,0.9541778934476424,3.6002389804453316,0.5563313297794937
-152.955,0.9531674831598286,4.349181788217099,0.6384075607969892
-159.555,0.9511466625842009,4.007311753312913,0.602853130173369
-165.055,0.9494626454378444,4.011357660637501,0.6032913862689285
-170.555,0.9477786282914881,3.631921577932036,0.5601364624704478
-176.105,0.9460793018983467,3.9233107556669853,0.5936527088754826
-179.355,0.9450842008573178,3.7122816880331424,0.5696409230740016
-186.065,0.9430296999387631,3.119139114098175,0.4940347447917317
-189.325,0.9420315370483772,3.6434830859458818,0.5615167577506375
-199.155,0.9390217391304347,4.213563041286083,0.6246494960092149
-208.705,0.9360976729944886,3.8817836015516156,0.5890313210390636
-218.46,0.9331108389467239,4.181389269296837,0.6213206003746395
-224.445,0.9312783221065524,4.84540542108535,0.6853301208654058
-229.955,0.929591243110839,3.998162764147309,0.6018604701553278
-237.655,0.92723361910594,3.746098918559827,0.5735792410631089
-240.405,0.9263916105327618,4.233889264821171,0.6267394950849002
-243.305,0.9255036742192284,5.070027689834855,0.7050103312287291
-247.555,0.9242023882424985,5.374344680618075,0.7303255162263106
-249.755,0.9235287813839559,4.506568448746624,0.6538459718048482
-255.255,0.9218447642375995,5.809408072962851,0.7641318838977171
-259.455,0.9205587875076546,3.671821896619174,0.564881607389934
-271.205,0.916961114513166,5.557413946856175,0.7448727466396101
-277.805,0.9149402939375383,5.567530304656449,0.7456625896233192
-286.605,0.912245866503368,5.453196163055246,0.7366511204633022
-299.78,0.9082118799755052,6.378232675210535,0.8047003580735861
-302.555,0.9073622167789345,5.8429495709288775,0.7666321380368075
-306.405,0.906183404776485,6.4461848112856,0.8093027525214849
-315.205,0.9034889773423147,5.478473582479644,0.7386595717966761
-321.805,0.9014681567666871,5.815219574522473,0.7645661177236459
-326.205,0.900120943049602,6.775281560858485,0.8309273479281878
-330.605,0.8987737293325169,6.255815365251456,0.7962839224309868
-335.005,0.8974265156154317,6.359892797143948,0.8034497952079713
-341.605,0.895405695039804,6.508707667671246,0.8134947660620364
-343.035,0.8949678505817513,6.964355510843342,0.8428809325281054
-353.0,0.8919167176974893,6.211650298722912,0.7932069979885993
-355.575,0.8911282914880588,5.792417576799383,0.762859862713047
-357.15,0.8906460502143294,6.429634921292684,0.8081863141109571
-361.845,0.8892085119412125,8.010841111694791,0.9036781179556377
-366.245,0.8878612982241274,6.975117955394066,0.8435515563103091
-369.255,0.8869396815676669,8.072362601444224,0.9070006616864217
