z,zrel,lam1,lam2,lam3
2258.208,0.11094173228346449,0.93835,0.03546,0.0262
2263.25,0.10895669291338583,0.83575,0.1022,0.06205
2263.342,0.10892047244094483,0.87269,0.1022,0.02511
2263.433,0.10888464566929135,0.75148,0.17333,0.07519
2263.525,0.10884842519685034,0.78332,0.15635,0.06033
2263.617,0.10881220472440933,0.80601,0.13974,0.05425
2263.708,0.10877637795275585,0.7597,0.16568,0.07462
2268.75,0.1067913385826772,0.8449,0.10839,0.0467
2268.842,0.10675511811023619,0.91098,0.06304,0.02599
2268.933,0.10671929133858271,0.91305,0.07307,0.01388
2269.025,0.1066830708661417,0.91582,0.06647,0.01772
2269.117,0.1066468503937007,0.87762,0.1076,0.01478
2269.208,0.10661102362204722,0.89248,0.08817,0.01935
2285.25,0.10029527559055118,0.87329,0.09407,0.03264
2285.342,0.10025905511811017,0.86497,0.09998,0.03505
2285.433,0.1002232283464567,0.92876,0.05447,0.01676
2285.525,0.10018700787401569,0.8018,0.14144,0.05675
2285.617,0.10015078740157468,0.77389,0.15706,0.06905
2285.708,0.1001149606299212,0.73621,0.17505,0.08875
2307.25,0.09163385826771653,0.84673,0.1256,0.02766
2307.342,0.09159763779527552,0.86438,0.11345,0.02217
2307.433,0.09156181102362204,0.82472,0.1525,0.02278
2307.525,0.09152559055118104,0.87524,0.11008,0.01468
2307.617,0.09148937007874003,0.80983,0.16617,0.024
2307.708,0.09145354330708655,0.85303,0.12235,0.02461
2329.25,0.08297244094488188,0.81607,0.14511,0.03882
2329.342,0.08293622047244087,0.91655,0.05219,0.03126
2329.433,0.08290039370078739,0.93642,0.03471,0.02887
2329.525,0.08286417322834638,0.91328,0.05138,0.03535
2329.617,0.08282795275590549,0.87573,0.086,0.03826
2329.708,0.0827921259842519,0.76737,0.17118,0.06145
2351.25,0.07431102362204722,0.79855,0.13569,0.06576
2351.342,0.07427480314960622,0.79871,0.13413,0.06716
2351.433,0.07423897637795274,0.86519,0.09831,0.0365
2351.525,0.07420275590551173,0.86477,0.11717,0.01805
2351.617,0.07416653543307083,0.84866,0.10549,0.04584
2351.708,0.07413070866141724,0.81879,0.14383,0.03737
2362.8,0.06976377952755897,0.93028,0.04791,0.02181
2362.892,0.06972755905511818,0.82985,0.11552,0.05463
2362.983,0.06969173228346448,0.8963,0.08075,0.02295
2363.075,0.0696555118110237,0.86747,0.09563,0.0369
2363.167,0.06961929133858269,0.8698,0.10342,0.02678
2363.258,0.06958346456692921,0.77524,0.14118,0.08358
2363.9,0.06933070866141733,0.67469,0.23534,0.08998
2363.992,0.06929448818897632,0.80584,0.13089,0.06327
2364.083,0.06925866141732284,0.79077,0.17837,0.03086
2364.175,0.06922244094488184,0.75191,0.12878,0.11931
2364.267,0.06918622047244105,0.83289,0.14581,0.0213
2364.358,0.06915039370078735,0.78327,0.1487,0.06802
2364.45,0.06911417322834656,0.71214,0.20444,0.08342
2364.542,0.06907795275590556,0.72155,0.1428,0.13565
2364.633,0.06904212598425208,0.83851,0.10168,0.05981
2364.725,0.06900590551181107,0.78325,0.1425,0.07425
2364.817,0.06896968503937007,0.81201,0.15308,0.03491
2364.908,0.06893385826771659,0.84583,0.08741,0.06676
2367.75,0.0678149606299212,0.77755,0.13049,0.09196
2367.842,0.06777874015748031,0.71324,0.20627,0.0805
2367.933,0.06774291338582672,0.73719,0.14097,0.12184
2368.025,0.06770669291338582,0.74089,0.15115,0.10796
2368.117,0.06767047244094482,0.57815,0.33624,0.08561
2368.208,0.06763464566929134,0.62631,0.24076,0.13293
2373.25,0.06564960629921257,0.74666,0.15026,0.10308
2373.342,0.06561338582677156,0.75014,0.20027,0.04958
2373.433,0.06557755905511808,0.79291,0.14819,0.0589
2373.525,0.06554133858267708,0.81656,0.12031,0.06313
2373.617,0.06550511811023618,0.75196,0.17426,0.07379
2373.708,0.06546929133858259,0.81271,0.16105,0.02624
2395.25,0.05698818897637792,0.55487,0.2675,0.17763
2395.342,0.05695196850393702,0.60771,0.3027,0.08959
2395.433,0.05691614173228343,0.69377,0.21898,0.08725
2395.525,0.056879921259842536,0.71014,0.24384,0.04603
2395.617,0.05684370078740153,0.85593,0.13789,0.00618
2395.708,0.05680787401574805,0.63958,0.35266,0.00776
2417.8,0.04811023622047239,0.8712,0.10636,0.02244
2417.892,0.04807401574803161,0.72731,0.22717,0.04551
2417.983,0.048038188976377905,0.82911,0.11474,0.05615
2418.075,0.04800196850393712,0.69359,0.28835,0.01806
2418.167,0.047965748031496114,0.84625,0.1017,0.05206
2418.258,0.047929921259842634,0.86062,0.12048,0.0189
2442.0,0.03858267716535435,0.77601,0.20524,0.01874
2442.092,0.038546456692913345,0.77819,0.19017,0.03163
2442.183,0.038510629921259865,0.78983,0.15796,0.05221
2442.275,0.03847440944881886,0.69909,0.21598,0.08493
