z,zrel,A,log10A
-255.0,0.9083393242271747,10.40621150575083,1.0172926486642835
-355.0,0.8723939611790079,13.022831460555155,1.1147054200235762
-454.0,0.8368080517613228,13.7490671511002,1.138273233084607
-454.0,0.8368080517613228,12.34119381932047,1.0913571729926468
-454.9,0.8364845434938892,12.971711464895943,1.112997279917897
-555.0,0.8005032350826744,14.01321226141403,1.146537700417683
-655.0,0.7645578720345075,12.86977306647226,1.1095708890296567
-694.0,0.7505391804457225,18.98076139712328,1.2783136297950044
-755.0,0.7286125089863408,12.971711464895943,1.112997279917897
-854.0,0.6930265995686556,9.909136149729239,0.9960357955792982
-953.0,0.6574406901509705,5.227924334838775,0.7183292932926318
-1053.0,0.6214953271028038,5.982849049496401,0.7769080454966067
-1057.0,0.620057512580877,10.705655551120394,1.0296132660739203
-1155.0,0.5848310567936736,10.043495784337969,1.0018849016139315
-1255.0,0.5488856937455069,12.541250439501068,1.0983408404740609
-1345.0,0.5165348670021568,14.414142315865158,1.1587888056858073
-1364.0,0.5097052480230051,14.306674714371157,1.155538702871036
-1395.0,0.4985621854780733,13.074051987179281,1.1164102075459312
-1454.0,0.4773544212796549,17.43815143961639,1.241500444924262
-1494.0,0.46297627606038816,16.996883335493173,1.2303692934789932
-1505.0,0.4590222861250899,22.429664644087232,1.35082278030115
-1534.0,0.44859813084112155,16.73483680907194,1.2236214816615214
-1553.0,0.44176851186196986,19.82390203349371,1.2971891428244509
-1553.0,0.44176851186196986,32.45201122668123,1.5112416175487853
-1553.0,0.44176851186196986,32.45201122668123,1.5112416175487853
-1553.0,0.44176851186196986,18.15594252910859,1.2590187993555377
-1553.9,0.4414450035945363,22.665321792218304,1.355361889359527
-1553.9,0.4414450035945363,21.697045237270093,1.3364005944696202
-1553.9,0.4414450035945363,27.339710067865173,1.4367939046504599
-1553.9,0.4414450035945363,27.339710067865173,1.4367939046504599
-1585.0,0.43026599568655644,16.417322322758928,1.2153023248126598
-1655.0,0.40510424155283964,19.073538911369095,1.2804312796789095
-1725.0,0.37994248741912295,9.294087706380042,0.9682067665092315
-1755.0,0.3691588785046729,14.387237716379815,1.1579774193925154
-1759.0,0.3677210639827462,13.644112823729074,1.1349453019491076
-1785.0,0.3583752695902228,4.908738521234052,0.6909698987102467
-1855.0,0.3332135154565061,26.530234738370613,1.4237410926181393
-1895.1,0.3187994248741912,29.07155700045369,1.463468292128093
-1955.0,0.29726815240833937,25.5892649067674,1.40805781025139
-1995.0,0.28289000718907265,37.82760298260934,1.5778088222758813
-2025.0,0.2721063982746226,40.98692678513599,1.6126453559770701
-2055.0,0.2613227893601725,21.269851468234943,1.3277644571452687
-2095.0,0.24694464414090578,28.349782371476746,1.4525497293583953
-2105.0,0.24335010783608912,48.225721745684524,1.6832787360115689
-2155.0,0.22537742631200575,28.198985924104434,1.4502334907489915
-2265.0,0.18583752695902234,40.669814422682634,1.6092721907131988
-2295.0,0.17505391804457227,76.35609528623455,1.8828437112485938
-2355.0,0.15348670021567223,40.89619758930032,1.6116829304339422
-2375.0,0.14629762760603882,76.10848751964922,1.881433091427701
-2395.0,0.1391085549964055,5.391287152825444,0.7316924640056623
-2454.0,0.1179007907979871,14.279870645850734,1.1547242734032033
-2454.9,0.11757728253055355,7.862539332362862,0.8955628310174494
-2455.0,0.11754133716750537,4.344747241690997,0.6379645161743731
-2495.0,0.10316319194823864,10.22404939732508,1.0096229391059797
-2545.1,0.08515456506110719,14.468026913059528,1.1604093079539983
-2596.1,0.06682242990654208,143.9883019327156,2.158327210064422
