z,zrel,T
0.0,1.0,-44.5
-28.1010101010101,0.98989898989899,-44.5
-56.2020202020202,0.9797979797979798,-44.5
-84.3030303030303,0.9696969696969697,-44.5
-112.4040404040404,0.9595959595959596,-44.46278787878788
-140.5050505050505,0.9494949494949495,-44.37848484848485
-168.6060606060606,0.9393939393939394,-44.29418181818182
-196.7070707070707,0.9292929292929293,-44.20987878787879
-224.8080808080808,0.9191919191919192,-44.15038383838384
-252.9090909090909,0.9090909090909091,-44.094181818181816
-281.010101010101,0.898989898989899,-44.0379797979798
-309.1111111111111,0.8888888888888888,-43.95444444444445
-337.2121212121212,0.8787878787878788,-43.81393939393939
-365.3131313131313,0.8686868686868687,-43.673434343434344
-393.4141414141414,0.8585858585858586,-43.532929292929296
-421.5151515151515,0.8484848484848485,-43.39242424242424
-449.6161616161616,0.8383838383838385,-43.25191919191919
-477.7171717171717,0.8282828282828283,-43.111414141414144
-505.8181818181818,0.8181818181818181,-42.95345454545455
-533.9191919191919,0.8080808080808081,-42.72864646464647
-562.020202020202,0.797979797979798,-42.503838383838385
-590.1212121212121,0.7878787878787878,-42.279030303030304
-618.2222222222222,0.7777777777777778,-42.07244444444445
-646.3232323232323,0.7676767676767677,-41.87573737373737
-674.4242424242424,0.7575757575757576,-41.6790303030303
-702.5252525252525,0.7474747474747474,-41.47727272727273
-730.6262626262626,0.7373737373737375,-41.224363636363634
-758.7272727272727,0.7272727272727273,-40.97145454545455
-786.8282828282828,0.7171717171717171,-40.718545454545456
-814.929292929293,0.7070707070707071,-40.43577777777778
-843.030303030303,0.696969696969697,-40.126666666666665
-871.1313131313132,0.6868686868686869,-39.81755555555556
-899.2323232323232,0.6767676767676768,-39.50844444444444
-927.3333333333333,0.6666666666666667,-39.199333333333335
-955.4343434343434,0.6565656565656566,-38.89022222222222
-983.5353535353535,0.6464646464646464,-38.58111111111111
-1011.6363636363636,0.6363636363636364,-38.24872727272727
-1039.7373737373737,0.6262626262626263,-37.88341414141414
-1067.8383838383838,0.6161616161616161,-37.51810101010101
-1095.939393939394,0.606060606060606,-37.152787878787876
-1124.040404040404,0.595959595959596,-36.73939393939394
-1152.141414141414,0.5858585858585859,-36.31787878787879
-1180.2424242424242,0.5757575757575757,-35.89636363636364
-1208.3434343434344,0.5656565656565656,-35.474848484848486
-1236.4444444444443,0.5555555555555556,-35.053333333333335
-1264.5454545454545,0.5454545454545454,-34.63181818181818
-1292.6464646464647,0.5353535353535354,-34.21030303030303
-1320.7474747474748,0.5252525252525253,-33.78878787878788
-1348.8484848484848,0.5151515151515151,-33.36727272727273
-1376.949494949495,0.5050505050505051,-32.945757575757575
-1405.050505050505,0.4949494949494949,-32.51414141414141
-1433.151515151515,0.48484848484848486,-32.036424242424246
-1461.2525252525252,0.4747474747474748,-31.558707070707072
-1489.3535353535353,0.46464646464646464,-31.0809898989899
-1517.4545454545455,0.4545454545454546,-30.603272727272724
-1545.5555555555554,0.44444444444444453,-30.125555555555557
-1573.6565656565656,0.43434343434343436,-29.647838383838383
-1601.7575757575758,0.4242424242424242,-29.168363636363637
-1629.858585858586,0.41414141414141414,-28.66254545454545
-1657.9595959595958,0.4040404040404041,-28.156727272727274
-1686.060606060606,0.3939393939393939,-27.650909090909092
-1714.1616161616162,0.38383838383838387,-27.116767676767676
-1742.2626262626263,0.3737373737373737,-26.554747474747472
-1770.3636363636363,0.36363636363636365,-25.992727272727272
-1798.4646464646464,0.3535353535353536,-25.43070707070707
-1826.5656565656566,0.3434343434343434,-24.86868686868687
-1854.6666666666665,0.33333333333333337,-24.30666666666667
-1882.7676767676767,0.3232323232323233,-23.744646464646465
-1910.8686868686868,0.31313131313131315,-23.18262626262626
-1938.969696969697,0.303030303030303,-22.620606060606057
-1967.070707070707,0.29292929292929293,-22.05858585858586
-1995.171717171717,0.2828282828282829,-21.496565656565657
-2023.2727272727273,0.2727272727272727,-20.864727272727272
-2051.373737373737,0.26262626262626265,-20.218404040404046
-2079.4747474747473,0.2525252525252526,-19.572080808080813
-2107.5757575757575,0.24242424242424243,-18.933333333333337
-2135.6767676767677,0.23232323232323238,-18.31511111111111
-2163.777777777778,0.2222222222222222,-17.69688888888889
-2191.878787878788,0.21212121212121204,-17.078666666666663
-2219.979797979798,0.202020202020202,-16.400505050505046
-2248.080808080808,0.19191919191919204,-15.697979797979803
-2276.181818181818,0.18181818181818188,-14.99545454545455
-2304.282828282828,0.1717171717171717,-14.297212121212123
-2332.3838383838383,0.16161616161616166,-13.62278787878788
-2360.4848484848485,0.1515151515151515,-12.948363636363636
-2388.5858585858587,0.14141414141414144,-12.273939393939392
-2416.686868686869,0.13131313131313127,-11.516080808080805
-2444.7878787878785,0.12121212121212133,-10.701151515151523
-2472.8888888888887,0.11111111111111116,-9.886222222222228
-2500.989898989899,0.1010101010101011,-9.07426262626263
-2529.090909090909,0.09090909090909094,-8.343636363636366
-2557.191919191919,0.08080808080808077,-7.613010101010102
-2585.2929292929293,0.07070707070707072,-6.882383838383838
-2613.3939393939395,0.06060606060606055,-6.151757575757573
-2641.4949494949497,0.0505050505050505,-5.421131313131309
-2669.5959595959594,0.04040404040404044,-4.690505050505057
-2697.6969696969695,0.030303030303030387,-3.959878787878793
-2725.7979797979797,0.02020202020202022,-3.229252525252529
-2753.89898989899,0.010101010101010166,-2.4986262626262645
-2782.0,0.0,-1.7680000000000007
